model,augmentation,phase,epoch,loss,accuracy,date,transformations
ORCA_512x512__Size-512x512_Epoch-45_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,45,0.27357464149594307,0.8835589981079102,2022-01-11 14:58:31.787164,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-45_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,45,0.33648665323853494,0.844623908996582,2022-01-11 14:58:31.787215,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-46_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,46,0.26774778284132483,0.8857059097290039,2022-01-11 15:01:30.393540,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-46_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,46,0.3229073902964592,0.8525946044921875,2022-01-11 15:01:30.393592,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-47_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,47,0.2794143080711365,0.8806950378417969,2022-01-11 15:04:28.954688,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-47_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,47,0.33959510445594787,0.8426710510253906,2022-01-11 15:04:28.954738,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-48_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,48,0.2834467279165983,0.880783805847168,2022-01-11 15:07:27.238695,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-48_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,48,0.32521424427628515,0.8486403274536133,2022-01-11 15:07:27.238746,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-49_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,49,0.2698750004172325,0.8848796463012696,2022-01-11 15:10:26.189478,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-49_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,49,0.33229128703474997,0.8483599090576172,2022-01-11 15:10:26.189530,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-50_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,50,0.2713328793644905,0.882047462463379,2022-01-11 15:13:24.979317,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-50_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,50,0.31738285392522814,0.8533078765869141,2022-01-11 15:13:24.979369,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-51_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,51,0.24864152990281582,0.8939875030517578,2022-01-11 15:16:23.413054,[None 'grid_distortion' 'optical_distortion']
