model,augmentation,phase,epoch,loss,accuracy,date,transformations
OCDC__Size-640x640_Epoch-161_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,161,0.11025209680746129,0.9581976725260415,2021-12-05 08:21:18.792531,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-162_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,162,0.10411832327490196,0.9595546991257444,2021-12-05 08:39:57.036298,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-162_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,162,0.11641246713390703,0.9569093967013887,2021-12-05 08:39:57.036344,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-163_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,163,0.13739934094503822,0.9470095970517112,2021-12-05 08:58:35.133241,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-163_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,163,0.12348395350208093,0.9486612820095488,2021-12-05 08:58:35.133315,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-164_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,164,0.09251111654008301,0.9634028087797618,2021-12-05 09:17:05.698340,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-164_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,164,0.11110211411837048,0.9582913140190974,2021-12-05 09:17:05.698413,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-165_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,165,0.08750558398387512,0.966294218517485,2021-12-05 09:35:35.410583,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-165_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,165,0.14862642494554165,0.952326131184896,2021-12-05 09:35:35.410617,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-166_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,166,0.1092319114508081,0.9586369803292408,2021-12-05 09:54:12.947973,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-166_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,166,0.11249921033886494,0.9554910888671876,2021-12-05 09:54:12.948051,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-167_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,167,0.09207117339116978,0.9646519978841154,2021-12-05 10:12:54.738709,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-167_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,167,0.09155445245447077,0.9631351047092013,2021-12-05 10:12:54.738742,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-168_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,168,0.09975302370096739,0.9605853416806183,2021-12-05 10:31:33.258950,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-168_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,168,0.11341871261667823,0.9499122585720485,2021-12-05 10:31:33.258983,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-169_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,169,0.15726929345958826,0.9373544573102673,2021-12-05 10:50:11.249721,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-169_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,169,0.11418082775570737,0.9523365207248264,2021-12-05 10:50:11.249812,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-170_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,170,0.08907798268905719,0.9658493332635788,2021-12-05 11:08:42.189573,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-170_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,170,0.09873855734840617,0.9596047227647571,2021-12-05 11:08:42.189615,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-171_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,171,0.1064536392617724,0.9589959222702754,2021-12-05 11:27:12.957770,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-171_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,171,0.10397260190139705,0.95864453125,2021-12-05 11:27:12.957831,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-172_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,172,0.09669091837734284,0.961808558872768,2021-12-05 11:45:51.143874,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-172_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,172,0.0981845676942612,0.9610653076171877,2021-12-05 11:45:51.143905,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-173_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,173,0.08814325635420184,0.9659301118396579,2021-12-05 12:04:33.821338,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-173_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,173,0.09069871154562052,0.9660506184895838,2021-12-05 12:04:33.821385,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-174_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,174,0.12014537528952392,0.9552562372116814,2021-12-05 12:23:12.177759,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-174_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,174,0.10843144461687189,0.9570536159939236,2021-12-05 12:23:12.177815,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-175_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,175,0.1287839750286886,0.949419602167039,2021-12-05 12:41:50.391092,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-175_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,175,0.10565320410193332,0.9595333251953128,2021-12-05 12:41:50.391155,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-176_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,176,0.08907024781340928,0.9653587065197179,2021-12-05 13:00:21.131991,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-176_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,176,0.0986205175205315,0.9638020155164934,2021-12-05 13:00:21.132024,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-177_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,177,0.09703123767302757,0.9646620425269713,2021-12-05 13:18:51.740810,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-177_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,177,0.24543155393152524,0.916691134982639,2021-12-05 13:18:51.740865,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-178_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,178,0.09950476158647646,0.9605282679966521,2021-12-05 13:37:29.624088,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-178_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,178,0.0873388317481537,0.964390923394097,2021-12-05 13:37:29.624120,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-179_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,179,0.08893936412118603,0.9655741664341525,2021-12-05 13:56:12.285775,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-179_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,179,0.11142988700513444,0.9587931179470489,2021-12-05 13:56:12.285839,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-180_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,180,0.11101997477793096,0.9562679239908856,2021-12-05 14:14:50.996190,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-180_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,180,0.11209055192982002,0.9548373074001736,2021-12-05 14:14:50.996222,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-181_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,181,0.13076329091844466,0.948118791852679,2021-12-05 14:33:34.304341,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-181_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,181,0.12657085858324232,0.9496561143663197,2021-12-05 14:33:34.304374,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-182_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,182,0.08803599508762654,0.9658942493257062,2021-12-05 14:52:09.673497,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-182_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,182,0.09188465860885724,0.9627135552300347,2021-12-05 14:52:09.673532,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-183_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,183,0.08108430433640024,0.9685213245210185,2021-12-05 15:10:45.082253,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-183_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,183,0.09636895017425154,0.9603615044487847,2021-12-05 15:10:45.082300,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-184_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,184,0.09073516661534259,0.9652047526041658,2021-12-05 15:29:22.330641,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-184_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,184,0.08191327038592944,0.9675689968532988,2021-12-05 15:29:22.330695,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-185_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,185,0.08802942525983651,0.9668503592354901,2021-12-05 15:48:05.593187,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-185_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,185,0.11016547985564103,0.9569450412326388,2021-12-05 15:48:05.593220,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-186_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,186,0.12764448858186564,0.9532552868071059,2021-12-05 16:06:45.067762,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-186_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,186,0.21626131155644543,0.9205506184895839,2021-12-05 16:06:45.067822,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-187_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,187,0.14351429157821777,0.9448748633975076,2021-12-05 16:25:22.945290,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-187_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,187,0.10520755885938544,0.962337836371528,2021-12-05 16:25:22.945324,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-188_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,188,0.0880964209479446,0.9659280831473218,2021-12-05 16:43:54.289419,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-188_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,188,0.09827027007801613,0.9652260606553823,2021-12-05 16:43:54.289481,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-189_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,189,0.08163573044719323,0.9685095825195312,2021-12-05 17:02:24.920303,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-189_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,189,0.10500814066827945,0.9618390299479169,2021-12-05 17:02:24.920337,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-190_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,190,0.08433382818579307,0.966734273274739,2021-12-05 17:21:02.184904,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-190_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,190,0.13848995492298855,0.951316053602431,2021-12-05 17:21:02.184936,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-191_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,191,0.08657329729863877,0.9671860642206104,2021-12-05 17:39:45.129551,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-191_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,191,0.10121288593824526,0.9610519883897571,2021-12-05 17:39:45.129583,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-192_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,192,0.13960963201728493,0.9473162987118674,2021-12-05 17:58:24.783578,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-192_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,192,0.15450046918526317,0.9414288736979171,2021-12-05 17:58:24.783625,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-193_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,193,0.12319693081306121,0.9523842744373138,2021-12-05 18:17:04.883331,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-193_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,193,0.09555120258333369,0.9597663709852431,2021-12-05 18:17:04.883408,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-194_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,194,0.08389359035460248,0.9672829996744792,2021-12-05 18:35:36.095402,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-194_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,194,0.09836605100111531,0.9597616238064238,2021-12-05 18:35:36.095434,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-195_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,195,0.08118361822740726,0.9686237240745914,2021-12-05 18:54:07.164579,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-195_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,195,0.10157000200544847,0.9602826605902776,2021-12-05 18:54:07.164615,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-196_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,196,0.07944047720539814,0.9687914690290176,2021-12-05 19:12:45.123331,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-196_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,196,0.09043650200183037,0.9652423909505209,2021-12-05 19:12:45.123364,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-197_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,197,0.07770597089390018,0.969472513834635,2021-12-05 19:31:27.990998,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-197_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,197,0.10619864522515046,0.9647185194227431,2021-12-05 19:31:27.991046,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-198_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,198,0.10450750225435124,0.9601981055850074,2021-12-05 19:50:07.192541,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-198_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,198,0.09910374727591666,0.9584030490451393,2021-12-05 19:50:07.192591,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-199_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,199,0.14733521384197004,0.9411714768182666,2021-12-05 20:08:46.669240,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-199_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,199,0.1450333254411008,0.9516517876519097,2021-12-05 20:08:46.669275,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-200_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,200,0.08888445369030662,0.9650897100539433,2021-12-05 20:27:17.297372,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-200_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,200,0.1003177182537911,0.9607330322265625,2021-12-05 20:27:17.297447,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-201_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,201,0.08253530598232742,0.9681191435314359,2021-12-05 20:45:52.811265,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-201_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,201,0.07860495978586389,0.9694054497612844,2021-12-05 20:45:52.811297,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-202_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,202,0.08206288560879677,0.9677602248418902,2021-12-05 21:04:31.406151,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-202_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,202,0.08966560747960305,0.9624851074218748,2021-12-05 21:04:31.406201,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-203_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,203,0.07841518785071025,0.9699018322172612,2021-12-05 21:23:18.592082,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-203_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,203,0.08786796204145099,0.9643530544704864,2021-12-05 21:23:18.592138,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-204_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,204,0.09737414940294305,0.9622819998604909,2021-12-05 21:41:57.318771,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-204_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,204,0.12848568321043988,0.9528462456597223,2021-12-05 21:41:57.318820,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-205_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,205,0.12470313856119035,0.9523282267252604,2021-12-05 22:00:35.490931,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-205_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,205,0.10631023818536454,0.9585590820312503,2021-12-05 22:00:35.490977,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-206_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,206,0.07985562807722696,0.9689289289202008,2021-12-05 22:19:05.825028,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-206_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,206,0.08267354518268095,0.9671946207682292,2021-12-05 22:19:05.825078,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-207_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,207,0.08756836943211965,0.9658942493257073,2021-12-05 22:37:36.720590,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-207_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,207,0.09355251891781033,0.9602801242404513,2021-12-05 22:37:36.720645,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-208_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,train,208,0.0862194397393025,0.9665581577845974,2021-12-05 22:56:14.599680,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-208_Images-840_Batch-1__standard_6_operations_geo+distortion.pth,standard_6_operations,test,208,0.08378446824159862,0.9682672797309031,2021-12-05 22:56:14.599755,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
