model,augmentation,phase,epoch,loss,accuracy,date,transformations
ORCA__Size-640x640_Epoch-34_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,34,0.41167293676677935,0.8255176996232375,2022-02-25 05:04:57.719961,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-35_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,35,0.29620457879657225,0.8735673599224933,2022-02-25 08:17:24.703703,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-35_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,35,0.40009129799040327,0.8297243341242877,2022-02-25 08:17:24.703757,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-36_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,36,0.2918019957352172,0.8759246156113588,2022-02-25 11:30:02.714308,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-36_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,36,0.39167351909900444,0.8314980874107359,2022-02-25 11:30:02.714360,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-37_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,37,0.28698302006972226,0.8790083896552094,2022-02-25 14:43:06.156457,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-37_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,37,0.40626154158138034,0.826591022664274,2022-02-25 14:43:06.156511,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-38_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,38,0.2862207881613579,0.8801264322605252,2022-02-25 17:56:50.878217,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-38_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,38,0.40624820777705356,0.8266567194299551,2022-02-25 17:56:50.878284,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-39_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,39,0.2841966845038579,0.8810428191474472,2022-02-25 21:10:38.946030,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-39_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,39,0.40388320407214356,0.8303026303114894,2022-02-25 21:10:38.946084,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-40_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,40,0.2797321405046132,0.8821917673515615,2022-02-26 00:24:56.300546,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-40_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,40,0.3991368361818381,0.8316319114516492,2022-02-26 00:24:56.300601,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-41_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,41,0.2824120275004433,0.880873988985702,2022-02-26 03:39:05.968637,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-41_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,41,0.39066532360777656,0.8317044802229214,2022-02-26 03:39:05.968692,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-42_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,42,0.288895129610728,0.8777524388369609,2022-02-26 06:52:23.384443,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-42_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,42,0.40872722971333114,0.8259936289158377,2022-02-26 06:52:23.384497,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-43_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,43,0.2766766901489074,0.8841974284243473,2022-02-26 10:05:40.248759,[None 'grid_distortion' 'optical_distortion']
